Id	HGNC_symbol	Status	HGNC_ID	HGNC_name	GeneID	UniProt_AC	UniProt_ID	Domain	MGI_symbol	MGI_ID	UniProt_AC_Mm	UniProt_ID_Mm	GeneTag	GeneDesc	Function	Modification	PMID_function	Complex_name	Target	Specific_target	Product	UniProt_ID_target	PMID_target
624	TDRD7	none	30831	tudor domain containing 7	23424	Q8NHU6	TDRD7_HUMAN	"OST-HTH PF12872 5-73, Pfam-B_27056 PB027056 101-149, TUDOR PF00567 459-581 648-775 908-1026"	Tdrd7	2140279	Q8K1H1	TDRD7_MOUSE	TDRD	Tudor domain containing	Histone modification read	none	21423274	none	histone	H3K9	none	none	21423274
625	TDRKH	none	11713	tudor and KH domain containing	11022	Q9Y2W6	TDRKH_HUMAN	"KH_1 PF00013 54-115 126-190, Pfam-B_19308 PB019308 201-301, TUDOR PF00567 302-423"	Tdrkh	1919884	Q80VL1	TDRKH_MOUSE	TDRD	Tudor domain containing	RNA modification	none	23714778	none	RNA	piRNA	none	none	23714778
626	TET1	none	29484	tet methylcytosine dioxygenase 1	80312	Q8NFU7	TET1_HUMAN	"Pfam-B_12165 PB012165 2056-2134, Pfam-B_35074 PB035074 1-139, Pfam-B_6123 PB006123 782-815, Tet_JBP PF12851 1580-2052, zf-CXXC PF02008 583-624"	Tet1	1098693	Q3URK3	TET1_MOUSE	none	none	DNA modification	DNA hydroxymethylation	23222540	none	DNA	mC	hmC	none	23222540
627	TET2	none	25941	tet methylcytosine dioxygenase 2	54790	Q6N021	TET2_HUMAN	"Pfam-B_32546 PB032546 930-1046, Pfam-B_34477 PB034477 1927-1975, Tet_JBP PF12851 1290-1905"	Tet2	2443298	Q4JK59	TET2_MOUSE	none	none	DNA modification	DNA hydroxymethylation	23222540	none	DNA	mC	hmC	none	23222540
628	TET3	none	28313	tet methylcytosine dioxygenase 3	200424	O43151	TET3_HUMAN	"Pfam-B_188 PB000188 1613-1658, Pfam-B_19260 PB019260 1-109, Tet_JBP PF12851 850-1562"	Tet3	2446229	Q8BG87	TET3_MOUSE	none	none	DNA modification	DNA hydroxymethylation	23222540	none	DNA	mC	hmC	none	23222540
629	TEX10	none	25988	testis expressed 10	54881	Q9NXF1	TEX10_HUMAN	"Ipi1_N PF12333 130-235, Pfam-B_18291 PB018291 611-869"	Tex10	1344413	Q3URQ0	TEX10_MOUSE	none	none	"Histone modification write cofactor, Histone modification write cofactor"	"Histone methylation, Histone acetylation"	none	"CHD8, MLL2/3, MLL4/WBP7"	histone	none	none	none	22872859
630	TFDP1	New	11749	transcription factor Dp-1	7027	Q14186	TFDP1_HUMAN	"DP PF08781 200-344, E2F_TDP PF02319 111-193"	Tfdp1	101934	Q08639	TFDP1_MOUSE	none	none	Histone modification	none	"24217316, 22325352"	RING2-L3MBTL2	histone	none	none	none	"24217316, 22325352"
631	TFPT	none	13630	TCF3 (E2A) fusion partner (in childhood Leukemia)	29844	P0C1Z6	TFPT_HUMAN	"Pfam-B_10240 PB010240 10-162, Pfam-B_26015 PB026015 181-212"	Tfpt	1916964	Q3U1J1	TFPT_MOUSE	INO80	INO80 complex subunits	"Chromatin remodeling cofactor, DNA modification"	DNA hydroxymethylation	16230350	Ino80	chromatin	none	none	none	16230350
632	TLE1	none	11837	"transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)"	7088	Q04724	TLE1_HUMAN	"TLE_N PF03920 1-136, WD40 PF00400 477-511 523-558 565-602 606-644 689-726 736-767"	Tle1	104636	Q62440	TLE1_MOUSE	WDR	WD repeat domain containing	"Chromatin remodeling, Histone modification cofactor"	none	"9334241, 17041588"	none	histone	H3	none	none	"9334241, 17041588"
633	TLE2	none	11838	transducin-like enhancer of split 2	7089	Q04725	TLE2_HUMAN	"TLE_N PF03920 1-132, WD40 PF00400 450-484 538-575 579-617 661-699 709-740"	Tle2	104635	Q9WVB2	TLE2_MOUSE	WDR	WD repeat domain containing	Histone modification cofactor	none	17041588	none	histone	H3	"H3K4, H3K9, H3K27me"	none	17041588
634	TLE4	none	11840	transducin-like enhancer of split 4	7091	Q04727	TLE4_HUMAN	"TLE_N PF03920 8-141, WD40 PF00400 480-514 526-561 568-605 609-647 692-729 739-770"	Tle4	104633	Q62441	TLE4_MOUSE	WDR	WD repeat domain containing	"Histone modification erase cofactor, TF"	none	24190972	none	histone	"H3ac, H4ac"	none	none	24190972
635	TLK1	none	11841	tousled-like kinase 1	9874	Q9UKI8	TLK1_HUMAN	"Pfam-B_2740 PB002740 1-109, Pfam-B_9699 PB009699 111-179, Pkinase PF00069 456-734"	Tlk1	2441683	Q8C0V0	TLK1_MOUSE	none	none	Histone modification write	Histone phosphorylation	11314006	none	histone	H3S10	H3S10ph	none	11314006
636	TLK2	none	11842	tousled-like kinase 2	11011	Q86UE8	TLK2_HUMAN	"Pfam-B_24604 PB024604 91-129, Pfam-B_3701 PB003701 1-89, Pkinase PF00069 462-741"	Tlk2	1346023	O55047	TLK2_MOUSE	none	none	Histone modification write	Histone phosphorylation	12660173	none	chromatin	none	none	none	12660173
637	TNP1	none	11951	transition protein 1 (during histone to protamine replacement)	7141	P09430	STP1_HUMAN	TP1 PF02079 2-55	Tnp1	98784	P10856	STP1_MOUSE	none	none	Chromatin remodeling	none	12743712	none	chromatin	none	none	none	12743712
638	TNP2	none	11952	transition protein 2 (during histone to protamine replacement)	7142	Q05952	STP2_HUMAN	TP2 PF01254 1-138	Tnp2	98785	P11378	STP2_MOUSE	none	none	Chromatin remodeling	none	12743712	none	chromatin	none	none	none	12743712
639	TONSL	none	7801	"tonsoku-like, DNA repair protein"	4796	Q96HA7	TONSL_HUMAN	"Ank PF00023 528-560 561-591 597-629, LRR_6 PF13516 1097-1121, Pfam-B_27656 PB027656 642-670, Pfam-B_51992 PB051992 204-263, TPR_11 PF13414 350-422"	Tonsl	1919999	Q6NZL6	TONSL_MOUSE	ANKRD	Ankyrin repeat domain containing	Chromatin remodeling	none	21113133	none	histone	none	none	none	21113133
640	TOP2A	none	11989	topoisomerase (DNA) II alpha 170kDa	7153	P11388	TOP2A_HUMAN	"DNA_gyraseB PF00204 266-430, DNA_topoisoIV PF00521 713-1172, DTHCT PF08070 1435-1523, HATPase_c PF02518 77-224, Toprim PF01751 456-572"	Top2a	98790	Q01320	TOP2A_MOUSE	none	none	Chromatin remodeling	none	11062478	none	DNA	DNA	none	none	11062478
641	TOP2B	none	11990	topoisomerase (DNA) II beta 180kDa	7155	Q02880	TOP2B_HUMAN	"DNA_gyraseB PF00204 287-450, DNA_topoisoIV PF00521 734-1190, DTHCT PF08070 1508-1611, HATPase_c PF02518 98-245, Toprim PF01751 477-593"	Top2b	98791	Q64511	TOP2B_MOUSE	none	none	Chromatin remodeling	none	11062478	WINAC	chromatin	none	none	none	11062478
642	TP53	none	11998	tumor protein p53	7157	P04637	P53_HUMAN	"P53 PF00870 95-289, P53_TAD PF08563 5-29, P53_tetramer PF07710 318-359"	Trp53	98834	P02340	P53_MOUSE	none	none	"Histone modification write cofactor, TF"	"Histone acetylation, TF activator, TF repressor"	23870121	none	histone	H3	none	none	23870121
643	TP53BP1	none	11999	tumor protein p53 binding protein 1	7158	Q12888	TP53B_HUMAN	"53-BP1_Tudor PF09038 1483-1604, Pfam-B_14288 PB014288 1213-1356, Pfam-B_21507 PB021507 1-59, Pfam-B_24656 PB024656 1358-1386, Pfam-B_24892 PB024892 970-1000, Pfam-B_44 PB000044 528-565, Pfam-B_689 PB000689 567-698, Pfam-B_9132 PB009132 902-939, Pfam-B_9249 PB009249 1611-1967"	Trp53bp1	1351320	P70399	TP53B_MOUSE	none	none	Histone modification read	none	15525939	none	histone	"H4K79me2, H4K20me2"	none	none	15525939
644	TRIM16	New	17241	tripartite motif containing 16	10626	O95361	TRI16_HUMAN	"PRY PF13765 375-424, Pfam-B_10855 PB010855 281-339, SPRY PF00622 426-551, zf-B_box PF00643 126-165"	Trim16	2137356	Q99PP9	TRI16_MOUSE	TRIM	Tripartite motif containing / Tripartite motif containing	Histone modification write	Histone acetylation	"19147277, 20729920"	none	"histone, DNA"	none	none	none	none
645	TRIM24	none	11812	tripartite motif containing 24	8805	O15164	TIF1A_HUMAN	"Bromodomain PF00439 908-992, PHD PF00628 828-873, Pfam-B_14213 PB014213 595-656, Pfam-B_4946 PB004946 372-591, zf-B_box PF00643 158-205 218-259"	Trim24	109275	Q64127	TIF1A_MOUSE	"TRIM, RNF, PHF"	"Tripartite motif containing / Tripartite motif containing, RING-type (C3HC4) zinc fingers, Zinc fingers, PHD-type"	Histone modification read	none	22464331	none	histone	"H3K4, H3K23ac"	none	none	21164480
646	TRIM27	New	9975	tripartite motif containing 27	5987	P14373	TRI27_HUMAN	"PRY PF13765 318-366, SPRY PF00622 368-493, zf-B_box PF00643 91-132, zf-C3HC4 PF00097 16-56"	Trim27	97904	Q62158	TRI27_MOUSE	"TRIM, RNF"	"Tripartite motif containing / Tripartite motif containing, RING-type (C3HC4) zinc fingers"	Histone modification erase cofactor	Histone acetylation	19351825	none	none	none	none	none	none
647	TRIM28	none	16384	tripartite motif containing 28	10155	Q13263	TIF1B_HUMAN	"PHD PF00628 627-672, zf-B_box PF00643 148-195 204-245, zf-RING_5 PF14634 64-122"	Trim28	109274	Q62318	TIF1B_MOUSE	"TRIM, RNF, PHF"	"Tripartite motif containing / Tripartite motif containing, RING-type (C3HC4) zinc fingers, Zinc fingers, PHD-type"	Histone modification read	none	22464331	none	histone	H3	none	none	22464331
648	TRIM33	none	16290	tripartite motif containing 33	51592	Q9UPN9	TRI33_HUMAN	"Bromodomain PF00439 966-1051, PHD PF00628 889-933, Pfam-B_10963 PB010963 664-696, Pfam-B_11449 PB011449 608-663, Pfam-B_11628 PB011628 535-606, zf-B_box PF00643 212-258 271-312, zf-RING_2 PF13639 123-185"	Trim33	2137357	Q99PP7	TRI33_MOUSE	"TRIM, PHF, RNF"	"Tripartite motif containing / Tripartite motif containing, Zinc fingers, PHD-type, RING-type (C3HC4) zinc fingers"	Histone modification read	none	23926104	none	histone	"H3K9me3, H3K18ac"	none	none	23926104
649	TRRAP	none	12347	transformation/transcription domain-associated protein	8295	Q9Y4A5	TRRAP_HUMAN	"FAT PF02259 2849-3204, PI3_PI4_kinase PF00454 3526-3783, Pfam-B_11387 PB011387 1471-1587, Pfam-B_12811 PB012811 141-238, Pfam-B_15427 PB015427 1-139, Pfam-B_3253 PB003253 1858-1890 1946-2001, Pfam-B_6491 PB006491 1589-1667, Pfam-B_6680 PB006680 2445-2544"	Trrap	2153272	Q80YV3	TRRAP_MOUSE	none	none	Histone modification write cofactor	Histone acetylation	14966270	"SWR, PCAF, TFTC-HAT, NuA4, SAGA, NuA4-related complex, STAGA"	histone	none	none	none	14966270
650	TSSK6	New	30410	testis-specific serine kinase 6	83983	Q9BXA6	TSSK6_HUMAN	Pkinase PF00069 12-267	Tssk6	2148775	Q925K9	TSSK6_MOUSE	none	none	Histone modification write	Histone phosphorylation	15870294	none	histone	"H1, H2A, H2AX, H3"	none	none	none
651	TTK	none	12401	TTK protein kinase	7272	P33981	TTK_HUMAN	"Pfam-B_2743 PB002743 1-291, Pkinase PF00069 525-791"	Ttk	1194921	P35761	TTK_MOUSE	none	none	Histone modification write cofactor	Histone phosphorylation	22732840	none	histone	H2AT120	H2AT120ph	none	22732840
652	TYW5	none	26754	tRNA-yW synthesizing protein 5	129450	A2RUC4	TYW5_HUMAN	Cupin_8 PF13621 16-256	Tyw5	1915986	A2RSX7	TYW5_MOUSE	none	none	RNA modification	none	20972222	none	RNA	none	none	none	20972222
653	UBE2A	none	12472	ubiquitin-conjugating enzyme E2A	7319	P49459	UBE2A_HUMAN	UQ_con PF00179 8-145	Ube2a	102959	Q9Z255	UBE2A_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	8797826	none	histone	"H2A, H2BK120"	H2BK120ub1	none	8797826
654	UBE2B	none	12473	ubiquitin-conjugating enzyme E2B	7320	P63146	UBE2B_HUMAN	UQ_con PF00179 8-145	Ube2b	102944	P63147	UBE2B_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	8797826	none	histone	"H2A, H2BK121"	H2BK120ub2	none	8797826
655	UBE2D1	none	12474	ubiquitin-conjugating enzyme E2D 1	7321	P51668	UB2D1_HUMAN	UQ_con PF00179 5-142	Ube2d1	2384911	P61080	UB2D1_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	22438555	none	histone	H2BK48	H2BK48ub	none	22438555
656	UBE2D3	none	12476	ubiquitin-conjugating enzyme E2D 3	7323	P61077	UB2D3_HUMAN	UQ_con PF00179 5-142	Ube2d3	1913355	P61079	UB2D3_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	21772249	none	histone	H2AK119	H2AK119ub	none	21772249
657	UBE2E1	none	12477	ubiquitin-conjugating enzyme E2E 1	7324	P51965	UB2E1_HUMAN	UQ_con PF00179 51-188	Ube2e1	107411	P52482	UB2E1_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	16307923	none	histone	H2BK120	H2BK120ub	none	16307923
658	UBE2H	none	12484	ubiquitin-conjugating enzyme E2H	7328	P62256	UBE2H_HUMAN	UQ_con PF00179 9-145	Ube2h	104632	P62257	UBE2H_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	8132613	none	histone	"H2A, H2B"	"H2Aub, H2Bub"	none	8132613
659	UBE2N	none	12492	ubiquitin-conjugating enzyme E2N	7334	P61088	UBE2N_HUMAN	UQ_con PF00179 7-144	Ube2n	1934835	P61089	UBE2N_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	17709392	none	histone	H2AX	H2AXub	none	17709392
660	UBE2T	none	25009	ubiquitin-conjugating enzyme E2T (putative)	29089	Q9NPD8	UBE2T_HUMAN	UQ_con PF00179 6-147	Ube2t	1914446	Q9CQ37	UBE2T_MOUSE	UBE2	Ubiquitin-conjugating enzymes E2	Histone modification write	Histone ubiquitination	17938197	none	histone	none	none	none	17938197
661	UBN1	New	12506	ubinuclein 1	29855	Q9NPG3	UBN1_HUMAN	"HUN PF08729 115-169, UBN_AB PF14075 353-575"	Ubn1	1891307	Q4G0F8	UBN1_MOUSE	none	none	Histone modification write cofactor	Histone methylation	"19029251, 21807893"	none	histone	none	none	none	none
662	UBR2	none	21289	ubiquitin protein ligase E3 component n-recognin 2	23304	Q8IWV8	UBR2_HUMAN	"ClpS PF02617 221-302, Pfam-B_10464 PB010464 668-730, Pfam-B_14814 PB014814 1413-1491, Pfam-B_15951 PB015951 1298-1365, Pfam-B_2665 PB002665 1020-1065, zf-UBR PF02207 97-167"	Ubr2	1861099	Q6WKZ8	UBR2_MOUSE	UBR	Ubiquitin protein ligase E3 component n-recognins	Histone modification write	Histone ubiquitination	none	none	histone	H2A	none	none	none
663	UBR5	none	16806	ubiquitin protein ligase E3 component n-recognin 5	51366	O95071	UBR5_HUMAN	"E3_UbLigase_EDD PF11547 178-230, HECT PF00632 2497-2799, PABP PF00658 2376-2449, Pfam-B_10556 PB010556 1381-1499, Pfam-B_14783 PB014783 601-649, Pfam-B_18259 PB018259 22-174, Pfam-B_5733 PB005733 1011-1149, Pfam-B_664 PB000664 651-1009, Pfam-B_8293 PB008293 1591-1748, Pfam-B_8878 PB008878 1249-1379, zf-UBR PF02207 1177-1248"	Ubr5	1918040	Q80TP3	UBR5_MOUSE	UBR	Ubiquitin protein ligase E3 component n-recognins	"Chromatin remodeling, Histone modification write cofactor"	Histone ubiquitination	22884692	none	histone	"H2A, H2AX"	"H2Aub, H2AXub"	none	22884692
664	UBR7	New	20344	ubiquitin protein ligase E3 component n-recognin 7 (putative)	55148	Q8N806	UBR7_HUMAN	"Pfam-B_38998 PB038998 361-423, zf-UBR PF02207 44-115"	Ubr7	1913872	Q8BU04	UBR7_MOUSE	UBR	Ubiquitin protein ligase E3 component n-recognins	DNA modification cofactor	DNA methylation	21745816	none	DNA	none	none	none	21745816
665	UCHL5	none	19678	ubiquitin carboxyl-terminal hydrolase L5	51377	Q9Y5K5	UCHL5_HUMAN	Peptidase_C12 PF01088 7-211	Uchl5	1914848	Q9WUP7	UCHL5_MOUSE	INO80	INO80 complex subunits	Histone modification erase cofactor	Histone ubiquitination	18922472	Ino80	histone	none	none	none	18922472
666	UHRF1	none	12556	ubiquitin-like with PHD and ring finger domains 1	29128	Q96T88	UHRF1_HUMAN	"DUF3590 PF12148 140-236, PHD PF00628 317-366, SAD_SRA PF02182 415-586, ubiquitin PF00240 6-76"	Uhrf1	1338889	Q8VDF2	UHRF1_MOUSE	RNF	RING-type (C3HC4) zinc fingers	"Histone modification read, Histone modification write cofactor"	Histone ubiquitination	17967883	none	"histone, DNA"	"H3K9me3, H3R2, H3, mCG"	H3ub	none	17967883
667	UHRF2	none	12557	"ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase"	115426	Q96PU4	UHRF2_HUMAN	"DUF3590 PF12148 177-261, PHD PF00628 346-395, SAD_SRA PF02182 444-616, ubiquitin PF00240 6-76"	Uhrf2	1923718	Q7TMI3	UHRF2_MOUSE	"RNF, PHF"	"RING-type (C3HC4) zinc fingers, Zinc fingers, PHD-type"	Histone modification read	none	15361834	none	"histone, DNA"	"H3K9me3, mCG"	none	none	15361834
668	UIMC1	none	30298	ubiquitin interaction motif containing 1	51720	Q96RL1	UIMC1_HUMAN	Pfam-B_20901 PB020901 471-524	Uimc1	103185	Q5U5Q9	UIMC1_MOUSE	none	none	Histone modification read	none	19015238	BRCA1-A	histone	"H2AK63ub, H2AXK63ub, H2BK63ub"	none	none	19015238
669	USP11	none	12609	ubiquitin specific peptidase 11	8237	P51784	UBP11_HUMAN	"DUSP PF06337 99-185, Pfam-B_176820 PB176820 1-47, UCH PF00443 308-927, Ubiquitin_3 PF14836 198-285"	Usp11	2384312	Q99K46	UBP11_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase cofactor	Histone ubiquitination	20233726	none	histone	none	none	none	20233726
670	USP12	New	20485	ubiquitin specific peptidase 12	219333	O75317	UBP12_HUMAN	UCH PF00443 38-366	Usp12	1270128	Q9D9M2	UBP12_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	22033037	none	histone	H2Aub	H2A	none	22033037
671	USP15	none	12613	ubiquitin specific peptidase 15	9958	Q9Y4E8	UBP15_HUMAN	"DUSP PF06337 27-119, UCH PF00443 288-930, USP7_C2 PF14533 459-614, Ubiquitin_3 PF14836 135-222"	Usp15	101857	Q8R5H1	UBP15_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	24526689	none	histone	H2BK120ub	H2BK120	none	24526689
672	USP16	none	12614	ubiquitin specific peptidase 16	10600	Q9Y5T5	UBP16_HUMAN	"UCH PF00443 195-819, zf-UBP PF02148 48-128"	Usp16	1921362	Q99LG0	UBP16_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	10077596	none	histone	H2Aub	H2A	none	10077596
673	USP17L2	none	34434	ubiquitin specific peptidase 17-like family member 2	377630	Q6R6M4	U17L2_HUMAN	"HABP4_PAI-RBP1 PF04774 374-458, Pfam-B_24444 PB024444 1-39, UCH PF00443 79-372"	Usp17le	3643640	Q7M764	U17PE_MOUSE	none	none	Histone modification erase cofactor	Histone ubiquitination	21239494	none	histone	none	none	none	21239494
674	USP21	none	12620	ubiquitin specific peptidase 21	27005	Q9UK80	UBP21_HUMAN	UCH PF00443 211-555	Usp21	1353665	Q9QZL6	UBP21_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	none	none	histone	H2Aub	H2A	none	none
675	USP22	none	12621	ubiquitin specific peptidase 22	23326	Q9UPT9	UBP22_HUMAN	"UCH PF00443 175-517, zf-UBP PF02148 63-124"	Usp22	2144157	Q5DU02	UBP22_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification write cofactor	Histone ubiquitination	18469533	SAGA	histone	"H2Aub, H2Bub"	"H2A, H2B"	none	18469533
676	USP3	none	12626	ubiquitin specific peptidase 3	9960	Q9Y6I4	UBP3_HUMAN	"UCH PF00443 158-508, zf-UBP PF02148 29-107"	Usp3	2152450	Q91W36	UBP3_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification write	Histone ubiquitination	17980597	none	histone	"H2Aub, H2Bub"	"H2A, H2B"	none	17980597
677	USP36	none	20062	ubiquitin specific peptidase 36	57602	Q9P275	UBP36_HUMAN	"Pfam-B_17191 PB017191 1088-1118, Pfam-B_20267 PB020267 1065-1087, UCH PF00443 121-420"	Usp36	1919594	B1AQJ2	UBP36_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification write cofactor	Histone ubiquitination	22622177	none	histone	H2Bub	H2B	none	22622177
678	USP44	none	20064	ubiquitin specific peptidase 44	84101	Q9H0E7	UBP44_HUMAN	"UCH PF00443 272-675, zf-UBP PF02148 29-91"	Usp44	3045318	Q8C2S0	UBP44_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	22681888	none	histone	H2Bub1	H2B	none	22681888
679	USP46	New	20075	ubiquitin specific peptidase 46	64854	P62068	UBP46_HUMAN	UCH PF00443 34-362	Usp46	1916977	P62069	UBP46_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	22033037	none	histone	H2Aub	H2A	none	22033037
680	USP49	none	20078	ubiquitin specific peptidase 49	25862	Q70CQ1	UBP49_HUMAN	"UCH PF00443 252-654, zf-UBP PF02148 20-88"	Usp49	2685391	Q6P9L4	UBP49_MOUSE	USP	Ubiquitin-specific peptidases	Histone modification erase	Histone ubiquitination	23824326	none	histone	H2Bub	H2B	none	23824326
681	USP7	New	12630	ubiquitin specific peptidase 7 (herpes virus-associated)	7874	Q93009	UBP7_HUMAN	"MATH PF00917 56-197, Pfam-B_12182 PB012182 591-618, Pfam-B_45828 PB045828 1-39, UCH PF00443 213-518, USP7_C2 PF14533 874-1088, USP7_ICP0_bdg PF12436 619-865"	Usp7	2182061	Q6A4J8	UBP7_MOUSE	USP	Ubiquitin-specific peptidases	"Histone modification erase, DNA modification cofactor"	"Histone ubiquitination, DNA methylation"	15749019	BCOR	"histone, DNA"	H2Bub	H2B	none	15749019
682	UTY	none	12638	"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"	7404	O14607	UTY_HUMAN	"JmjC PF02373 1080-1188, Pfam-B_2066 PB002066 1-49, Pfam-B_604 PB000604 580-716, Pfam-B_972 PB000972 718-1056, TPR_1 PF00515 127-160 315-348 349-377, TPR_17 PF13431 269-301, TPR_8 PF13181 202-233"	Uty	894810	P79457	UTY_MOUSE	TTC	Tetratricopeptide (TTC) repeat domain containing	Histone modification erase	Histone ubiquitination	24798337	none	histone	H3K27me	none	none	24798337
683	VDR	none	12679	"vitamin D (1,25- dihydroxyvitamin D3) receptor"	7421	P11473	VDR_HUMAN	"Hormone_recep PF00104 209-418, zf-C4 PF00105 22-91"	Vdr	103076	P48281	VDR_MOUSE	NR	Nuclear hormone receptors	"Chromatin remodeling cofactor, TF"	none	16252006	none	histone	"H2BK12ac, H3K14ac, H4K16ac"	none	none	16252006
684	VPS72	none	11644	vacuolar protein sorting 72 homolog (S. cerevisiae)	6944	Q15906	VPS72_HUMAN	"YL1 PF05764 4-218, YL1_C PF08265 290-319"	Vps72	1202305	Q62481	VPS72_MOUSE	none	none	Histone modification write cofactor	Histone acetylation	14966270	"NuA4, NuA4-related complex"	chromatin	none	none	none	14966270
685	VRK1	New	12718	vaccinia related kinase 1	7443	Q99986	VRK1_HUMAN	Pkinase PF00069 37-325	Vrk1	1261847	Q80X41	VRK1_MOUSE	none	none	Histone modification write	Histone phosphorylation	22194607	none	histone	"H3S10, H3T3"	"H3S10ph, H3T3ph"	none	none
686	WAC	New	17327	WW domain containing adaptor with coiled-coil	51322	Q9BTA9	WAC_HUMAN	WW PF00397 131-160	Wac	2387357	Q924H7	WAC_MOUSE	none	none	Histone modification write cofactor	Histone ubiquitination	21329877	none	histone	none	none	none	none
687	WDR5	none	12757	WD repeat domain 5	11091	P61964	WDR5_HUMAN	WD40 PF00400 36-73 77-115 119-157 161-199 203-242 246-287 291-331	Wdr5	2155884	P61965	WDR5_MOUSE	WDR	WD repeat domain containing	Histone modification read	none	16946699	"ATAC, NSL, RING2-L3MBTL2, COMPASS, Menin-associated_HMT, MLL-HCF, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4"	histone	"H3K4, H3K4me1, H3K4me2, H3K4me3"	none	none	16946699
688	WDR77	New	29652	WD repeat domain 77	79084	Q9BQA1	MEP50_HUMAN	"Pfam-B_26289 PB026289 1-49, WD40 PF00400 117-153 157-196 245-284"	Wdr77	1917715	Q99J09	MEP50_MOUSE	WDR	WD repeat domain containing	Histone modification write	Histone methylation	22009756	methylosome	histone	"H2A, H4"	"H2Ame, H4me"	none	none
